OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Genus_2	Species
3d66216d0ed63af93e7f4f935539e2e5	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Enteractinococcus	s__Enteractinococcus	helveticum
84fb9f7d0c4baf141cc66b1db7d605cc	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia		
b64d5fa434fa8af64eda1b50f47c5817	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
eae5b9e258bb54e86c14b5a835ee982b	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus_C_375578		
57856ef49f07851272a14077a636dcd8	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium		
0be635cb52533f3c38a72352a10f3af6	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium	matruchotii
fbedcf3e8e814be82781ac5dd67bf07d	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae			
ddb7afcae66146f2cfc547a4fbfe0023	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae			
3df869979690f781f12aafe2fe2de742	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium		
31163314ef45c49eecc885e9464fe997	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus		
353e9a5f3aacd3f483a78bb814a42da6	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus_A_346120		
3b6d3ccbbaa28b1f92b5b0d29a53098f	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
dca6a66620c7366f59d88753c83ea56f	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Atopostipes	s__	
7536c6957c47a2dbd7c42300df6f7231	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructilactobacillus	s__Fructilactobacillus	vespulae
db3fcb8f9fd9ff4eb721f6fa5d6d1f4d	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Jeotgalicoccus_A_310962	s__Jeotgalicoccus_A_310962	meleagridis
8322669bd9e2ac91863a21a03e131226	d__Bacteria	p__Firmicutes_D	c__Bacilli					
4aed60b6e7807668b213df47f4acad57	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Jeotgalicoccus_A_310962	s__Jeotgalicoccus_A_310962	marinus
b32358e24ed661b46da951cba13077d6	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Jeotgalicoccus_A_310962	s__Jeotgalicoccus_A_310962	meleagridis
195466d7195a527a63753ff5d62220b1	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus		
ca995e9b7098977116ec20cde026cdcd	d__Bacteria							
9626cbc9764c0ebd24660140665d45d3	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus		
eaec23ac5a9cf09179b67971db20c048	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
0d8ce31832e687b90c1a501c0655c914	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Acetilactobacillus	s__Acetilactobacillus	jinshanensis
ba92d180e78132dfb83efde344c74612	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus	casei
7fb94bfebd1278413e08dbbba5265416	d__Bacteria	p__Firmicutes_D	c__Bacilli					
c06e7b1747d5e07d37afc1b4ab26d6e9	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
fcc30951a22b74459652b80d1a2fad49	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus		
9198cc6435a5aef8e595d60c4c76d047	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
88dad2e5264df51e83c08dc1cddd1d16	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus		
449563741df689f47606384bc75a283b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Bombella		
af286c90d37783c6f52bba75fd152137	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592524				
ff433a469b1af96942ad2cdf4d272603	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	quenuiae
6f22b25b0689e274a230676b7a1c0480	d__Bacteria	p__Firmicutes_D	c__Bacilli					
288cf28753329dce3079cd3001b711e2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_639861	f__Halomonadaceae_639861			
f5c1193de030088bbe6d55854d7afbf5	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Tumebacillales	f__Effusibacillaceae	g__Effusibacillus	s__Effusibacillus	pohliae
99dde264a0697751305e28a71b016562	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina		
cc875c02dc2e303f7e3ca52425be58a1	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Alkalibacillaceae	g__Filobacillus	s__Filobacillus	milosensis
8fc24c6e59b7cbded1da223e5a5e20a8	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Aerococcaceae			
1250a26df0934acdd792173a6d7a3458	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Clostridiales	f__Clostridiaceae_222000	g__Clostridium_H		
0ec03dbadac7e6cb4d2e2b9d132e1d09	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Clostridiales	f__Clostridiaceae_222000	g__Clostridium_H	s__Clostridium_H	novyi
96758f3a81600cf3683846f79d65889c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Convivina	s__Convivina	intestini
11c4832783564e31d2a0cbf4d4f72a7f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
db235280fb77cf64c8adf1f7cbeb876c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales				
1fecfd044bd68095fb5c811b130ae630	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Aerococcaceae			
62dd6dc1a51eba425a14d1db9f5b8bc0	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales				
8976b6521389ad9f2b61f8bfb0105936	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
8ec0a99b875ed2bbe19d92a0eab5b3bc	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Clostridiales	f__Clostridiaceae_222000	g__Clostridium_P	s__Clostridium_P	perfringens
a3ed52bdcb95598b8a81e21c692715ac	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Oscillospirales	f__Oscillospiraceae_88309	g__Limivicinus	s__	
d7f8b780735f67bf1dbd5c50ad8b2ed8	d__Bacteria	p__Firmicutes_D	c__Bacilli					
168a10291feedc2994f9bb0ab0c1fb0b	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus		
8cef47a1ebf882815b89e49b493dbcfb	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Convivina	s__Convivina	intestini
6a85467d581796762d38c91605fe1128	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus		
88df005e3661df6a9c5f1a91023029fd	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Companilactobacillus		
3f46508c2c6f0502379ca747132f6227	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D_361234	g__Bacillus_M		
da257939ff86878ffac498da98d4b499	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales				
98dae89bebf99ea18482beb15c3bff17	d__Bacteria							
aca5eb420081287f89d3f2fccbe78079	Unassigned							
7ec6e7b80ecc999a39c966df3542fc34	d__Bacteria							
4b0f8eae176e3ae5e254e02dd4bfeb40	Unassigned							
7b83ddb94ce9a6ab410727f24af84e2e	Unassigned							
66c3375efa3e4ba9ac72c3a98a51bb6e	Unassigned							
75ea5207e527830903dc17d1c5f158f8	Unassigned							
3f3f2f4650cd4b3f9e40440e5a97db55	d__Bacteria							
ef1713b03bec04119a6b4b1032d3632b	d__Bacteria							
4d988551f41c57475b36a86ef6617a27	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae			
e7a2f784eaed120920d6a56c8176ebef	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium	acnes
f2e2bea6271bac260fa965b783cfbc9a	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Clostridiales	f__Clostridiaceae_222000	g__Clostridium_T	s__Clostridium_T	tertium
44a0c28a54b7744a9d36105283ddb5b6	d__Bacteria							
94a8ced8973ae07eab904b054fbc6f8a	d__Bacteria							
d10137e651cd559a8fa8f217d2fdcd5e	d__Bacteria							
1ee792cbe407e1011115283eb99a6425	Unassigned							
ab5963c71d0b37b65d378343fe3fcd86	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616012	f__Xanthomonadaceae_616012	g__Chiayiivirga	s__Chiayiivirga	flava
f299d058dbddc53b1f52705973ff208c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
e570a5e0959cfe323a5fcac6afdcea35	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D_361234	g__Bacillus_M		
58b492ae5915f23ca2ea9a1b0b0cb2c4	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
1cf3d2362ecd2d454bcb1fd51edd01d6	d__Bacteria							
10eb1fb54844005acce1539de086a750	d__Bacteria							
ec4fa6cfc2038e1ac3b0e6402ed194d1	d__Bacteria							
030aeee177b6d5ec6697a6fee022c532	d__Bacteria							
87ed5cff2d5e6e0caab6a18331301216	d__Bacteria							
57e2477325f1ee725216f66b6a978fc3	d__Bacteria							
2993cde01609b1f9c99747e0f6566561	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__Paludisphaera		
2d9e3484301ff8ac813d4a6cedc74919	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
e5fffff8f222901ae4b70f7530c8f8e2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
5dc3331e33e7cf59e95e25d484ea3367	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
8fff524dd83e256072af635d39e2ee1e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
41bb6fb8632322de7e8137e822ca267b	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
8514cc31d9e654503199e65533515ea8	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
10449b6241dea4fc1789498602b00f13	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
45934f71691fc6aad49323fa278c7c17	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
a625fcd005fa63f9e259e5d98dc1f09f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae			
d08f0c2fd53a8ecce9104ccf05afff00	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Microvirga	s__Microvirga	aerilata
3df2d0d9cdc349d39705b45793421d3d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
a6cfa8f32764b13fee94becfbdeb3e77	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
bf2b44da06834a57e59c88325cfc99f2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504721	f__Hyphomicrobiaceae	g__	s__	
df06ab77b811f8a28a8a4918363e2b2f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
bd49a3abcdc2ce4016c2fecb91d79628	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
c551f84a52a9e79bc771490061186699	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Falsochrobactrum	s__Falsochrobactrum	ovis
ffa9b009925f6d3e470f1c1ca14d91c1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613062	f__Rhodanobacteraceae_613062			
02b511903052bd99746769c6b61a6b90	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495				
02dcf223d58e0812fd775e56d5886884	Unassigned							
541f95ee13e9571df36da783ee5a389b	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Trueperaceae			
7844b1b3164a3a40939dde5df85ef8e2	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_H				
ee55dfc5d395ebe8e017c6496fbf0ee2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia	pipientis_A_550493
8fe32e05dd07fedf58baaaf0f9281316	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae	g__Aequorivita		
53fd7f7d068986ad7cf60c0f7d8718e6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter_A	s__Mucilaginibacter_A	sp003432115
0e70185af574606963a5037e1771fce0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae			
0e0c16adaaaf3a87b64af94237cb6d75	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter_865974	s__Odoribacter	massiliensis
83f680fc6221facbcdaddc6788b83a1b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
dfd16f85cd40dc10de64933561c7529b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_L_486704		
93aa25935c9b04dab7056eab2092334e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae			
f7fbd83a4e977752f982bd9ebd76a44e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
7b243ba0f9ea81a62026d26e97574da4	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus		
7d4056067a91a516d016c994f7225c62	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus		
510e3b68f18a9400fc5b42694ffec6ab	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
95009572198f3193abcb476324b02dc9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
b2d1d80d370d2d5cc32f0c2d533ff9c9	d__Bacteria	p__Myxococcota_A_473307	c__Bradymonadia	o__REDH01	f__REDH01	g__REDH01	s__	
277b3acb0484e927e58e6857643a0c6b	d__Bacteria	p__Myxococcota_A_473307	c__Bradymonadia	o__REDH01	f__REDH01	g__REDH01	s__	
eae5fd392eebb4b1cbfac19842f94735	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A	g__Gilliamella		
4a9935abeca25d267b86ad3f0d5bc5f7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030	g__Halomonas_C_640989		
a40f7b4bfee4889075e84ae172dbbfe7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
565fe728366b9f82f72e4d499efcea9c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella	s__Wenzhouxiangella	sp007128175
a98056aa9f070145ee6d3d48f96fe861	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613062	f__Rhodanobacteraceae_613062			
3d9ed4e3b85a5fc3d89607b81440e399	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Membranicola	s__Membranicola	marinus
e49458ef7a4d18579d7e60163eb33720	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae_929731	g__Edaphocola		
44227fe17dc18886feec546e81b34163	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Cryomorphaceae	g__Cryomorpha	s__	
703f24be4c9b8f472e2a4fe16abe1c5b	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Cryomorphaceae	g__Cryomorpha	s__	
8113eff2c77a84e82bd9a424f3bd1ed5	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9			
d1a26c9eb4b1a36ed404afcf8ac03c0f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
84676bfd871ae8877dd40f01dfbaaab7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030			
765fe1bcbfb1a9b4f495bd2dd93b3f8b	d__Bacteria	p__Bacteroidota	c__Bacteroidia					
11bd78611bddcf4a62890cbbce6736b6	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Georgenia_386146	s__Georgenia	sediminis
88c87b37a53a9c5f331d226f8b20a4a1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium		
808d184e391520cd52855399c11baae1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia	sp012277295
547a160fc2d0ad5f72cbdb7f33aafb48	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae			
12f653b2ecdb5ce2bcd7f7b32f0af9f6	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
2e45b8755717742811de8e9ab22bc7e2	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Beutenbergiaceae			
81ddbb40bc30206d0a991672b220b57a	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
5641dc33d075ce6eb0980a21ed08d2a0	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	quenuiae
246b66804f181f076ffcd4644eac47ea	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia	s__Nesterenkonia	flava
c73a5a1d364097f7895ed1caae74d9b7	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
e41deffd77a3f30dc9d022a1b4d7f8b3	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	quenuiae
095679ed54c4c8c6abe37b0e7674e2b5	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia	radingae_A
0bb5dafed13c93337c02b0110674dbc2	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermomicrobiales	f__	g__	s__	
3460078593d59a440d583369a064ae21	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780		
2ab93634887d86a3d7514e388eaffbf5	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A_141780		
2f453276602548ef2b80f73f5a5c4515	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Lachnospirales	f__Lachnospiraceae			
988078681b3db6adcc1e88c5997514f2	d__Bacteria							
8b31ce3a207a60f64b5c643fd6e29ecb	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
1ebf6817c7bd4c6de947c3987c94cc62	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
1a178faffcee4f24dcee8a84a8784c3f	d__Bacteria	p__Firmicutes_D	c__Bacilli					
5d5381042a03a56e65b97f2f789af710	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leucobacter	s__Leucobacter	komagatae
9b567f79f773f622f673ed3218e10473	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia_401430	o__Acidimicrobiales	f__UBA11606	g__VYCW01		
b81153c9a4f45236f0c422b298cc11af	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina		
a09fa693badd0dc349aa8e729031fed0	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
42d28b5e0829545972fb9973530e375c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Bacillaceae_362014	g__Caldalkalibacillus_362014	s__Caldalkalibacillus	uzonensis
343521f09dd83bdee0d981a7b6fe7d2b	d__Bacteria	p__Firmicutes_D	c__Bacilli					
a20142722a4e080839114af1714c6b8c	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae			
c58fa943734960661843cdbb62a20a1c	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Tissierellales	f__Tissierellaceae			
1ad408e303019368702bd742b3ea4569	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae_405341	g__Solirubrobacter		
d0cc235e42a63e7825b7f39af324c705	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium		
53a9397857ac556f154d27715a954895	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Gryllotalpicola		
aa6951baa96626b3639c7b21ec484759	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592524	f__Burkholderiaceae_A_574758	g__Massilia		
663fe51f459abef3a75a375800319884	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella	s__Wenzhouxiangella	sp007128175
dfdbd051b938f01ab4a969c977e10ef8	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria					
29b52b01431d2e107295eaa5f0a57d29	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422			
30978f16a8a270b54188ead0b517f7d5	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
108793d563b9e97d15a693b90ac3652a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592522	f__Burkholderiaceae_A_592522	g__Schlegelella_590482		
3f4020b379391998bdebf9aad8c9eb1f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella	s__Wenzhouxiangella	sp007128175
6e90109be09a7ca49dbad394ddf541b6	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae			
00deb958c898fae3fa6d48ef9459ad93	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Enteractinococcus	s__Enteractinococcus	fodinae
b1d3fb5d542b0b11ac9a0d620f6aeeee	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
